d01,#genre#
e0356,http://38.64.72.148:80/hls/modn/list/4356/chunklist1.m3u8
e0357,http://38.64.72.148:80/hls/modn/list/4357/chunklist1.m3u8
e0358,http://38.64.72.148:80/hls/modn/list/4358/chunklist1.m3u8
e0359,http://38.64.72.148:80/hls/modn/list/4359/chunklist1.m3u8
e0360,http://38.64.72.148:80/hls/modn/list/4360/chunklist1.m3u8
e0361,http://38.64.72.148:80/hls/modn/list/4361/chunklist1.m3u8
e0362,http://38.64.72.148:80/hls/modn/list/4362/chunklist1.m3u8
e0363,http://38.64.72.148:80/hls/modn/list/4363/chunklist1.m3u8
e0364,http://38.64.72.148:80/hls/modn/list/4364/chunklist1.m3u8
e0365,http://38.64.72.148:80/hls/modn/list/4365/chunklist1.m3u8
e0366,http://38.64.72.148:80/hls/modn/list/4366/chunklist1.m3u8
e0367,http://38.64.72.148:80/hls/modn/list/4367/chunklist1.m3u8
e0368,http://38.64.72.148:80/hls/modn/list/4368/chunklist1.m3u8
e0369,http://38.64.72.148:80/hls/modn/list/4369/chunklist1.m3u8
e0370,http://38.64.72.148:80/hls/modn/list/4370/chunklist1.m3u8
e0371,http://38.64.72.148:80/hls/modn/list/4371/chunklist1.m3u8
e0372,http://38.64.72.148:80/hls/modn/list/4372/chunklist1.m3u8
e0373,http://38.64.72.148:80/hls/modn/list/4373/chunklist1.m3u8
e0374,http://38.64.72.148:80/hls/modn/list/4374/chunklist1.m3u8
e0375,http://38.64.72.148:80/hls/modn/list/4375/chunklist1.m3u8
e0376,http://38.64.72.148:80/hls/modn/list/4376/chunklist1.m3u8
e0377,http://38.64.72.148:80/hls/modn/list/4377/chunklist1.m3u8
e0378,http://38.64.72.148:80/hls/modn/list/4378/chunklist1.m3u8
e0379,http://38.64.72.148:80/hls/modn/list/4379/chunklist1.m3u8
e0380,http://38.64.72.148:80/hls/modn/list/4380/chunklist1.m3u8
e0381,http://38.64.72.148:80/hls/modn/list/4381/chunklist1.m3u8
e0382,http://38.64.72.148:80/hls/modn/list/4382/chunklist1.m3u8
e0383,http://38.64.72.148:80/hls/modn/list/4383/chunklist1.m3u8
e0384,http://38.64.72.148:80/hls/modn/list/4384/chunklist1.m3u8
e0385,http://38.64.72.148:80/hls/modn/list/4385/chunklist1.m3u8
e0386,http://38.64.72.148:80/hls/modn/list/4386/chunklist1.m3u8
e0387,http://38.64.72.148:80/hls/modn/list/4387/chunklist1.m3u8
e0388,http://38.64.72.148:80/hls/modn/list/4388/chunklist1.m3u8
e0389,http://38.64.72.148:80/hls/modn/list/4389/chunklist1.m3u8
e0390,http://38.64.72.148:80/hls/modn/list/4390/chunklist1.m3u8
e0391,http://38.64.72.148:80/hls/modn/list/4391/chunklist1.m3u8
e0392,http://38.64.72.148:80/hls/modn/list/4392/chunklist1.m3u8
e0393,http://38.64.72.148:80/hls/modn/list/4393/chunklist1.m3u8
e0394,http://38.64.72.148:80/hls/modn/list/4394/chunklist1.m3u8
e0395,http://38.64.72.148:80/hls/modn/list/4395/chunklist1.m3u8
e0396,http://38.64.72.148:80/hls/modn/list/4396/chunklist1.m3u8
e0397,http://38.64.72.148:80/hls/modn/list/4397/chunklist1.m3u8
e0398,http://38.64.72.148:80/hls/modn/list/4398/chunklist1.m3u8
e0399,http://38.64.72.148:80/hls/modn/list/4399/chunklist1.m3u8
e0400,http://38.64.72.148:80/hls/modn/list/4400/chunklist1.m3u8
